LOC_SYSTEM_TITLE_TOUHOUCRAWL,Touhou Crawl
LOC_SYSTEM_PICKUP_SELECT_ASK,{0}を拾いますか？
LOC_SYSTEM_PICKUP_NUMBER,（{0}個獲得）
LOC_SYSTEM_PICKUP_LIMIT,所持できる数を超えている。
LOC_SYSTEM_EAT_STARTING,食事を始めた。
LOC_SYSTEM_EAT_FINISH,すべて食べ終わった。
LOC_SYSTEM_EAT_NOT_FOOD,これは食べ物ではない。
LOC_SYSTEM_DRINK_NOT_POTION,これは飲めない。
LOC_SYSTEM_DISCORVER_SOMETHING,{0}を発見した。
LOC_SYSTEM_AUTOTRAVEL_BAMBOO,この場所では自動探索ができないようだ。
LOC_SYSTEM_AUTOPICKUP_ON,自動拾得を有効にした。
LOC_SYSTEM_AUTOPICKUP_OFF,自動拾得を無効にした。（{0}キーで再度有効化可能）
LOC_SYSTEM_AUTOTANMAC_ON,自動戦闘中、敵に近づくと常に弾幕を使用します。
LOC_SYSTEM_AUTOTANMAC_OFF,自動戦闘中、敵に近づいても弾幕を使用しません。
LOC_SYSTEM_AUTOTANMAC_AUTO,自動戦闘中、敵との距離がある場合のみ弾幕を使用します。
LOC_SYSTEM_AUTOEXPLORE_WHERE,どのダンジョンに移動しますか？（大文字で最下層へ）
LOC_SYSTEM_TURN_TELEPORT,突然あなたの周囲が変化した。
LOC_SYSTEM_TURN_TELEPORT_SAME,空間がわずかにずれたことに気づいた。
LOC_SYSTEM_DONE_EXPLORE,探索完了
LOC_SYSTEM_NONE_STRING,なし
LOC_SYSTEM_DUNGEON,ダンジョン
LOC_SYSTEM_DUNGEON_TEMPLE,神殿
LOC_SYSTEM_DUNGEON_MISTYLAKE,霧の湖
LOC_SYSTEM_DUNGEON_YOUKAI_MOUNTAIN,妖怪の山
LOC_SYSTEM_DUNGEON_YUKKURI,ゆっくりの巣
LOC_SYSTEM_DUNGEON_SCARLET,紅魔館
LOC_SYSTEM_DUNGEON_SCARLET_LIBRARY,紅魔館 図書館
LOC_SYSTEM_DUNGEON_SCARLET_UNDER,紅魔館 地下室
LOC_SYSTEM_DUNGEON_BAMBOO,迷宮の竹林
LOC_SYSTEM_DUNGEON_EINENTEI,永遠亭
LOC_SYSTEM_DUNGEON_DEPTH,獣道
LOC_SYSTEM_DUNGEON_DREAM,夢の世界
LOC_SYSTEM_DUNGEON_MOON,月の都
LOC_SYSTEM_DUNGEON_SUBTERRANEAN,地底
LOC_SYSTEM_DUNGEON_SUBRERRANEAN_LAST,灼熱地獄跡
LOC_SYSTEM_DUNGEON_PANDEMONIUM,魔界
LOC_SYSTEM_DUNGEON_PANDEMONIUM_LAST,パンデモニウム
LOC_SYSTEM_DUNGEON_HOKKAI,法界
LOC_SYSTEM_DUNGEON_FROZEN_FIELD,氷結世界
LOC_SYSTEM_DUNGEON_HAKUREI,博麗神社
LOC_SYSTEM_DUNGEON_OKINA,扉の裏の世界
LOC_SYSTEM_DUNGEON_ZIGURRAT,狂夢の世界
LOC_SYSTEM_DUNGEON_ARENA,アリーナ
LOC_SYSTEM_DUNGEON_SPRINT,スプリント
LOC_SYSTEM_DUNGEON_UKNOWN_DUNGEON,未知の階層
LOC_SYSTEM_DUNGEON_FLOOR,{0}階
LOC_SYSTEM_DUNGEON_LAST_FLOOR,最下層
LOC_SYSTEM_DUNGEON_UKNOWN,不明な場所
LOC_SYSTEM_DUNGEON_CANT_FINE_PATH,道が見つかりません。
LOC_SYSTEM_BUG,バグ
LOC_SYSTEM_BUT_NOTHING_HAPPEND,しかし、何も起こらなかった。
LOC_SYSTEM_RECOVER_POWER,パワーが回復した。
LOC_SYSTEM_REST_START,休憩を開始します。
LOC_SYSTEM_REST_HP,体力が回復した。
LOC_SYSTEM_REST_MP,MPが回復した。
LOC_SYSTEM_REST_DONE,休憩完了
LOC_SYSTEM_READ_SCROLL,{0}を読んだ。
LOC_SYSTEM_READ_CANT_READ,これは読めない。
LOC_SYSTEM_HEALED,{0}が回復した。
LOC_SYSTEM_HEALED2,回復した。
LOC_SYSTEM_IDENTIFY_ITEM,これは{0}である。
LOC_SYSTEM_UNEQUIP_ITEM,{0}を外した。
LOC_SYSTEM_EQUIP_PANALTY1,あなたの防具は快適だ。
LOC_SYSTEM_EQUIP_PANALTY2,あなたの防具は不快だ。
LOC_SYSTEM_EQUIP_PANALTY3,あなたの防具は非常に不快だ。
LOC_SYSTEM_EQUIP_PANALTY4,防具に取り込まれている気がする。
LOC_SYSTEM_EXPERIENCE_SHOW_LEVEL,あなたはレベル{0}の{1} {2}です。
LOC_SYSTEM_EXPERIENCE_SHOW_REMAIN,次のレベルまで{0}の経験値が必要です。
LOC_SYSTEM_EXPERIENCE_SHOW_MAX,現在、最高レベルに達しています。
LOC_SYSTEM_DROP_ITEM,{0}を置いた。
LOC_SYSTEM_DROP_ITEM_SION_ALL,しかし貧乏神の呪いで消えてしまった。
LOC_SYSTEM_DROP_ITEM_SION_SOME,貧乏神の呪いで{0}個が消えた。
LOC_SYSTEM_HOTKEY,ホットキー
LOC_SYSTEM_HOTKEYCHANGE,ホットキー変更
LOC_SYSTEM_NAME,名前
LOC_SYSTEM_SKILL_NAME,スキル名
LOC_SYSTEM_SPELL_NAME,魔法名
LOC_SYSTEM_SKILL,スキル
LOC_SYSTEM_REMEMBER_MAGIC,記憶している魔法
LOC_SYSTEM_SCHOOL,系統
LOC_SYSTEM_NOISE,騒音
LOC_SYSTEM_NOISE_NONE,なし
LOC_SYSTEM_NOISE_QUIET,小さい
LOC_SYSTEM_NOISE_MODERATE,普通
LOC_SYSTEM_NOISE_LOUD,大きい
LOC_SYSTEM_NOISE_VERY_LOUD,非常に大きい
LOC_SYSTEM_NOISE_DEAFENING,騒音公害
LOC_SYSTEM_RANGE,射程
LOC_SYSTEM_TILE,マス
LOC_SYSTEM_TILES,マス
LOC_SYSTEM_INVENTORY,インベントリ
LOC_SYSTEM_INVENTORY_ITEM,アイテム数
LOC_SYSTEM_EQUIP,装備
LOC_SYSTEM_UNEQUIP,解除
LOC_SYSTEM_DRINK,飲む
LOC_SYSTEM_READ,読む
LOC_SYSTEM_EAT,食べる
LOC_SYSTEM_EVOKE,発動
LOC_SYSTEM_DISCARD,捨てる
LOC_SYSTEM_THROW,弾幕／投げる
LOC_SYSTEM_EQUIP_WEAPON,武器装備
LOC_SYSTEM_UNEQUIP_WEAPON,武器解除
LOC_SYSTEM_EQUIP_ARMOUR,防具装備
LOC_SYSTEM_UNEQUIP_ARMOUR,防具解除
LOC_SYSTEM_EQUIP_JEWELRY,アクセサリー装備
LOC_SYSTEM_UNEQUIP_JEWELRY,アクセサリー解除
LOC_SYSTEM_ITEM_COMMAND,アイテム関連コマンド
LOC_SYSTEM_CMD_AUTOTRAVEL,自動探索
LOC_SYSTEM_CMD_AUTOATTACK,自動攻撃
LOC_SYSTEM_CMD_HUNDRED_TRUN,100ターン休憩
LOC_SYSTEM_CMD_MAGIC,魔法を使う
LOC_SYSTEM_CMD_SKILL,能力または発動
LOC_SYSTEM_CMD_SHOUT,叫ぶ
LOC_SYSTEM_CMD_DOOR,ドアの開閉
LOC_SYSTEM_CMD_PRAY,祈る
LOC_SYSTEM_CMD_MORE_ITEM,その他のアイテム操作
LOC_SYSTEM_CMD_AUTOPICKUP_ON,アイテム自動取得中
LOC_SYSTEM_CMD_AUTOPICKUP_OFF,アイテム手動取得中
LOC_SYSTEM_CMD_AUTOTANMAC_ON,自動戦闘時 常に弾幕使用中
LOC_SYSTEM_CMD_AUTOTANMAC_OFF,自動戦闘時 弾幕使用禁止中
LOC_SYSTEM_CMD_AUTOTANMAC_AUTO,自動戦闘時 遠距離のみ弾幕使用中
LOC_SYSTEM_CMD_WIDE_SEARCH,広いマップ調査
LOC_SYSTEM_CMD_SKILL_VIEW,スキル画面表示と経験値割り振り
LOC_SYSTEM_CMD_MORE_VIEW,その他の情報画面
LOC_SYSTEM_CMD_HELP,ヘルプ
LOC_SYSTEM_CMD_QUIT,保存して終了
LOC_SYSTEM_INFORMATION_COMMAND,追加情報画面
LOC_SYSTEM_INFORMATION_CHARACTER,キャラクター情報
LOC_SYSTEM_INFORMATION_FAITH,信仰情報
LOC_SYSTEM_INFORMATION_INDENTIFY,識別済みアイテム
LOC_SYSTEM_INFORMATION_PROPERTY,特性情報
LOC_SYSTEM_INFORMATION_SPELL,習得済み魔法
LOC_SYSTEM_INFORMATION_LEARN_SPELL,魔法習得
LOC_SYSTEM_INFORMATION_SKILL,スキル画面表示
LOC_SYSTEM_INFORMATION_RUNE,取得したルーン
LOC_SYSTEM_INFORMATION_DUNGEON,ダンジョン進行度
LOC_SYSTEM_INFORMATION_LOG,過去のログ
LOC_SYSTEM_INFORMATION_DUMP,ゲームダンプ
LOC_SYSTEM_LEFT_HAND,左手
LOC_SYSTEM_RIGHT_HAND,右手
LOC_SYSTEM_EQUIP_TANMAC,弾幕
LOC_SYSTEM_PROJECTILE,射出物
LOC_SYSTEM_OTTER_PROJECTILE,その他の射出物
LOC_SYSTEM_MAGIC,魔法
LOC_SYSTEM_PUNISH,罰
LOC_SYSTEM_CURRENT_EXP,現在
LOC_SYSTEM_ATTIT,適性
LOC_SYSTEM_COST,コスト
LOC_SYSTEM_SKILL_JUNKA,浄化
LOC_SYSTEM_MP_PURITY,魔力浄化
LOC_SYSTEM_SUCCESS_RATE,成功率
LOC_SYSTEM_FAILURE_RATE,失敗率
LOC_SYSTEM_REMAIN_SPELLPOINT,残りの魔法レベル
LOC_SYSTEM_REMAIN_EXP,次のレベルまで
LOC_SYSTEM_LEVEL,レベル
LOC_SYSTEM_LEVEL_WITH_NUMBER,{0}レベル
LOC_SYSTEM_MAX_LEVEL,最高レベル
LOC_SYSTEM_LEVELUP,レベルアップ
LOC_SYSTEM_GRADE,{0}段階
LOC_SYSTEM_REPLAY_MODE,リプレイ中
LOC_SYSTEM_WIZARD_MODE,ウィザードモード
LOC_SYSTEM_SAVEREMAIN_MODE,セーブ保持
LOC_SYSTEM_TOUHOUCRAWL_HELP,東方クロール ヘルプ一覧
LOC_SYSTEM_COMMAND,コマンド
LOC_SYSTEM_COMMAND_LIST,コマンド一覧
LOC_SYSTEM_PROCESS_NOTE,進行ノート
LOC_SYSTEM_PROCESS_CREDIT,クレジット
LOC_SYSTEM_DESCRIPTION,説明
LOC_SYSTEM_CANCLE,キャンセル
LOC_SYSTEM_EXPLORE,探索
LOC_SYSTEM_DANGER,危険区域設定
LOC_SYSTEM_STAIR_TRAVEL,階段へのショートカット移動
LOC_SYSTEM_MONSTER,モンスター
LOC_SYSTEM_DAMAGE,ダメージ
LOC_SYSTEM_SUCCESS_PERCENT,成功確率
LOC_SYSTEM_IMPOSSIBLE,不可能
LOC_SYSTEM_AHTEISM,無信仰
LOC_SYSTEM_FAITH,信仰
LOC_SYSTEM_POULARITY,人気度
LOC_SYSTEM_ATTACK_VALUE,攻撃力
LOC_SYSTEM_HIT_VALUE,命中率
LOC_SYSTEM_CURRENT_ATTACK_SPEED,現在の攻撃速度
LOC_SYSTEM_BASE_ATTACK_SPEED,基本攻撃速度
LOC_SYSTEM_MINIMUM_ATTACK_SPEED,最小攻撃速度
LOC_SYSTEM_CURRENT_TANMAC_SPEED,現在の弾幕速度
LOC_SYSTEM_DEFAULT_DEFENSE,基本防御力
LOC_SYSTEM_DEFAULT_SHIELD,基本防御力（盾）
LOC_SYSTEM_DEFAULT_PENALTY,基本ペナルティ
LOC_SYSTEM_MINIMUM_PENALTY,最小ペナルティ
LOC_SYSTEM_YOU,あなた
LOC_SYSTEM_TURN,ターン
LOC_SYSTEM_TURNS,ターン
LOC_SYSTEM_PLACE,場所
LOC_SYSTEM_NOTE,内容
LOC_SYSTEM_SUM,合計
LOC_SYSTEM_FINAL_TURN,最終ターン
LOC_SYSTEM_SHORT_STR,力
LOC_SYSTEM_SHORT_DEX,敏捷
LOC_SYSTEM_SHORT_INT,知力
LOC_SYSTEM_SHORT_POWER,パワー
LOC_SYSTEM_SHORT_FIRE_RESIST,火炎耐性
LOC_SYSTEM_SHORT_COLD_RESIST,冷気耐性
LOC_SYSTEM_SHORT_ELEC_RESIST,電撃耐性
LOC_SYSTEM_SHORT_POISON_RESIST,毒耐性
LOC_SYSTEM_SHORT_CONFUSE_RESIST,混乱耐性
LOC_SYSTEM_SHORT_SEE_INVISIBLE,透明視
LOC_SYSTEM_SHORT_POWER_KEEP,パワー維持
LOC_SYSTEM_SHORT_MAGICRESIST,魔法耐性
LOC_SYSTEM_STR,力
LOC_SYSTEM_DEX,敏捷
LOC_SYSTEM_INT,知力
LOC_SYSTEM_POWER,パワー
LOC_SYSTEM_FIRE_RESIST,火炎耐性
LOC_SYSTEM_COLD_RESIST,冷気耐性
LOC_SYSTEM_ELEC_RESIST,電撃耐性
LOC_SYSTEM_POISON_RESIST,毒耐性
LOC_SYSTEM_CONFUSE_RESIST,混乱耐性
LOC_SYSTEM_SEE_INVISIBLE,透明視
LOC_SYSTEM_POWER_KEEP,パワー維持
LOC_SYSTEM_MAGICRESIST,魔法耐性
LOC_SYSTEM_SLEEP,睡眠
LOC_SYSTEM_REST,休憩
LOC_SYSTEM_EXPLORING,探索中
LOC_SYSTEM_CANT_DETECTED,未発見
LOC_SYSTEM_CONFUSE,混乱
LOC_SYSTEM_POISON,毒
LOC_SYSTEM_MIGHT,筋力強化
LOC_SYSTEM_CLEVER,MP強化
LOC_SYSTEM_HASTE,加速
LOC_SYSTEM_SLOW,減速
LOC_SYSTEM_SUMMONED,召喚
LOC_SYSTEM_FROZEN,氷結
LOC_SYSTEM_ALLY,友好
LOC_SYSTEM_ELEC,放電
LOC_SYSTEM_PARALYSE,麻痺
LOC_SYSTEM_GLOW,発光
LOC_SYSTEM_GRAZE,グレイズ
LOC_SYSTEM_SILENCE,静寂
LOC_SYSTEM_SICK,病気
LOC_SYSTEM_VEILING,ヴェイリング
LOC_SYSTEM_INVISIVLE,透明
LOC_SYSTEM_TELE,空間不安定
LOC_SYSTEM_MUTE,沈黙
LOC_SYSTEM_CATCH,捕縛
LOC_SYSTEM_GHOST,魂縛
LOC_SYSTEM_FEAR,恐怖
LOC_SYSTEM_STRONG_FEAR,戦意喪失
LOC_SYSTEM_MIND_READING,看破
LOC_SYSTEM_LUNATIC,狂気
LOC_SYSTEM_ALLY_CALL,仲間呼び
LOC_SYSTEM_ENHANCE,強化
LOC_SYSTEM_WEAKENING,弱体化
LOC_SYSTEM_CHANGED,変身中
LOC_SYSTEM_INVINCIBILITY,無敵
LOC_SYSTEM_HP_VERY_LOW,瀕死
LOC_SYSTEM_HP_LOW,重傷
LOC_SYSTEM_HP_MIDDLE,負傷
LOC_SYSTEM_HP_HIGH,軽傷
LOC_SYSTEM_HP_VERY_HIGH,ほぼ無傷
LOC_SYSTEM_BUFF_EQUIP_PENALTY,装備ペナルティ
LOC_SYSTEM_BUFF_EIRIN_POISON,副作用
LOC_SYSTEM_BUFF_STASIS,転移不可
LOC_SYSTEM_BUFF_RFIRE,火耐{0}
LOC_SYSTEM_BUFF_RCOLD,冷耐{0}
LOC_SYSTEM_BUFF_RELEC,雷耐{0}
LOC_SYSTEM_BUFF_RPOIS,毒耐{0}
LOC_SYSTEM_BUFF_RCONF,混乱耐{0}
LOC_SYSTEM_BUFF_SLAY,戦闘力
LOC_SYSTEM_BUFF_SLEEPING,眠気
LOC_SYSTEM_BUFF_JUNKA,浄化
LOC_SYSTEM_BUFF_FOG,霧
LOC_SYSTEM_BUFF_THUNDER,雷鳴
LOC_SYSTEM_BUFF_SUNNY,晴天
LOC_SYSTEM_BUFF_MIKO_NEWPLACE,新たな場所
LOC_SYSTEM_BUFF_MIKO_REDCLOAK,赤マント
LOC_SYSTEM_BUFF_MIKO_BLUECLOAK,青マント
LOC_SYSTEM_BUFF_MIKO_ULT1,大人気（体力）
LOC_SYSTEM_BUFF_MIKO_ULT2,大人気（MP）
LOC_SYSTEM_BUFF_MIKO_ULT3,大人気（加速）
LOC_SYSTEM_BUFF_MIKO_HALO,後光
LOC_SYSTEM_BUFF_MIKO_PUNISH,虚弱
LOC_SYSTEM_BUFF_JOON,憑依（ジョオン）
LOC_SYSTEM_BUFF_SION,憑依（シオン）
LOC_SYSTEM_BUFF_DROWNING,溺れ中
LOC_SYSTEM_BUFF_CTELE_INTERUPT,転移制御妨害
LOC_SYSTEM_BUFF_STAT_PANALTY,能力低下
LOC_SYSTEM_BUFF_STAT_EXHAUTED,疲労
LOC_SYSTEM_BUFF_STAT_SUPER_GRAZE,根性回避
LOC_SYSTEM_BUFF_STAT_TRANS_PANALTY,時空副作用
LOC_SYSTEM_BUFF_STAT_SPELLCARD,スペルカード
LOC_SYSTEM_BUFF_STAT_AUTMMN_INVISIBLE,空気化
LOC_SYSTEM_BUFF_STAT_KANAKO_WIND,建神招来風
LOC_SYSTEM_BUFF_STAT_KNIFECOLLECT,弾幕回収
LOC_SYSTEM_BUFF_STAT_POISON,毒
LOC_SYSTEM_BUFF_STAT_DRUNKEN,酩酊
LOC_SYSTEM_BUFF_STAT_LUNATIC,狂気
LOC_SYSTEM_BUFF_STAT_CATCH,拘束
LOC_SYSTEM_BUFF_STAT_GHOST,幽霊
LOC_SYSTEM_BUFF_STAT_DIMENSION,次元固定
LOC_SYSTEM_BUFF_STAT_MIRROR,反射
LOC_SYSTEM_BUFF_STAT_PARADOX,パラドックス
LOC_SYSTEM_BUFF_STAT_THE_WORLD,時間停止
LOC_SYSTEM_BUFF_STAT_MANA_DELAY,MP回復遅延
LOC_SYSTEM_BUFF_STAT_GHOSTFORM,幽霊化
LOC_SYSTEM_BUFF_STAT_POWER_PANALTY,パワー不足
LOC_SYSTEM_BUFF_STAT_SILENCE_FIELD,沈黙領域
LOC_SYSTEM_BUFF_STAT_ENHANCE,強化
LOC_SYSTEM_BUFF_STAT_WEAKENING,弱化
LOC_SYSTEM_BUFF_STAT_MURDEROUS,殺意
LOC_SYSTEM_BUFF_STAT_TELE,転移
LOC_SYSTEM_BUFF_STAT_HASTE,加速
LOC_SYSTEM_BUFF_STAT_SLOW,減速
LOC_SYSTEM_BUFF_STAT_HASTE_SLOW,加速＋減速
LOC_SYSTEM_BUFF_STAT_STONEFIST,岩拳
LOC_SYSTEM_BUFF_STAT_DIAMOND,ダイヤ
LOC_SYSTEM_BUFF_STAT_POISON_BODY,ポイズン
LOC_SYSTEM_BUFF_STAT_ENLIGHTENMENT,無念無想
LOC_SYSTEM_BUFF_STAT_AUTUMN_BLADE,ブレード
LOC_SYSTEM_BUFF_STAT_PHILOSOPHERS,賢者の石
LOC_SYSTEM_BUFF_STAT_UNLUCKY1,凶
LOC_SYSTEM_BUFF_STAT_UNLUCKY2,大凶
LOC_SYSTEM_BUFF_STAT_UNLUCKY3,仏滅
LOC_SYSTEM_BUFF_STAT_CONFUSE,混乱
LOC_SYSTEM_BUFF_STAT_FROZEN,氷結
LOC_SYSTEM_BUFF_STAT_ELEC,放電
LOC_SYSTEM_BUFF_STAT_PARALYSE,麻痺
LOC_SYSTEM_BUFF_STAT_LEVITATION,浮遊
LOC_SYSTEM_BUFF_STAT_GLOW,発光
LOC_SYSTEM_BUFF_STAT_GRAZE,グレイズ
LOC_SYSTEM_BUFF_STAT_SILENCE,静寂
LOC_SYSTEM_BUFF_STAT_SICK,病気
LOC_SYSTEM_BUFF_STAT_VEILING,ヴェイリング
LOC_SYSTEM_BUFF_STAT_INVISIBLE,透明
LOC_SYSTEM_BUFF_STAT_SWIFT,迅速
LOC_SYSTEM_BUFF_STAT_SLUGGISH,移動減速
LOC_SYSTEM_BUFF_STAT_SUPERMAN,超人
LOC_SYSTEM_BUFF_STAT_NONE_MOVE,移動不能
LOC_SYSTEM_BUFF_STAT_NIGHT_SIGHT,夜盲症
LOC_SYSTEM_BUFF_STAT_SLEEP,睡眠
LOC_SYSTEM_BUFF_DESCRIBE_RISK,危険度は現在の状況がどれほど危険かを示す数値です。
LOC_SYSTEM_BUFF_DESCRIBE_EQUIP_PENALTY1,鎧と盾が重すぎます！回避、隠密、魔法、命中、移動速度がペナルティ分減少し、行動速度が2倍遅くなります。
LOC_SYSTEM_BUFF_DESCRIBE_EQUIP_PENALTY2,鎧と盾によるペナルティの合計です。ペナルティ分、回避・隠密・魔法成功率・命中・移動速度が低下します。
LOC_SYSTEM_BUFF_DESCRIBE_EQUIP_PENALTY3,鎧と盾によるペナルティの合計です。回避・隠密・魔法成功率・命中が減少します。
LOC_SYSTEM_BUFF_DESCRIBE_EQUIP_PENALTY4,鎧と盾によるペナルティの合計です。回避・隠密・魔法成功率が減少します。
LOC_SYSTEM_BUFF_DESCRIBE_EIRIN_POISON,時間経過で数値分の持続ダメージを受けます。
LOC_SYSTEM_BUFF_DESCRIBE_STASIS,転移関連の魔法とアイテムが使えません。
LOC_SYSTEM_BUFF_DESCRIBE_RFIRE_UP,火耐性が上昇しました。
LOC_SYSTEM_BUFF_DESCRIBE_RFIRE_DOWN,火耐性が低下しました。
LOC_SYSTEM_BUFF_DESCRIBE_RCOLD_UP,冷気耐性が上昇しました。
LOC_SYSTEM_BUFF_DESCRIBE_RCOLD_DOWN,冷気耐性が低下しました。
LOC_SYSTEM_BUFF_DESCRIBE_RELEC_UP,電撃耐性が上昇しました。
LOC_SYSTEM_BUFF_DESCRIBE_RELEC_DOWN,電撃耐性が低下しました。
LOC_SYSTEM_BUFF_DESCRIBE_RPOIS_UP,毒耐性が上昇しました。
LOC_SYSTEM_BUFF_DESCRIBE_RPOIS_DOWN,毒耐性が低下しました。
LOC_SYSTEM_BUFF_DESCRIBE_RCONF_UP,混乱耐性が上昇しました。
LOC_SYSTEM_BUFF_DESCRIBE_RCONF_DOWN,混乱耐性が低下しました。
LOC_SYSTEM_BUFF_DESCRIBE_SLAY,近接・弾幕攻撃力が数値分変動します。
LOC_SYSTEM_BUFF_DESCRIBE_SLEEPING,眠気が襲ってきています。100になると強制的に眠ります。
LOC_SYSTEM_BUFF_DESCRIBE_JUNKA0,まだ浄化のペナルティを受けていません。
LOC_SYSTEM_BUFF_DESCRIBE_JUNKA1,巻物とポーションが使用できません（一部付与型巻物は可）。
LOC_SYSTEM_BUFF_DESCRIBE_JUNKA2,スペルカード、巻物、ポーションが使用できません（一部付与型巻物は可）。
LOC_SYSTEM_BUFF_DESCRIBE_JUNKA3,スペルカードと巻物が使用できません（一部付与型巻物は可）。
LOC_SYSTEM_BUFF_DESCRIBE_JUNKA4,スペルカードが使用できません。
LOC_SYSTEM_BUFF_DESCRIBE_FOG,濃霧により視界が大幅に減少します。
LOC_SYSTEM_BUFF_DESCRIBE_THUNDER,周囲にランダムで雷が落ちます。
LOC_SYSTEM_BUFF_DESCRIBE_SUNNY,周囲が光り、回避が低下し透明が無効になります。
LOC_SYSTEM_BUFF_DESCRIBE_MIKO_NEWPLACE,このフロアでは「欲望召喚」をまだ使用していません。
LOC_SYSTEM_BUFF_DESCRIBE_MIKO_REDCLOAK,フロア移動まで戦闘力+{0}とHP再生効果があります。
LOC_SYSTEM_BUFF_DESCRIBE_MIKO_BLUECLOAK,フロア移動までスペルパワー{0}倍とMP再生効果があります。
LOC_SYSTEM_BUFF_DESCRIBE_MIKO_ULT1,最大HPが2倍になります。
LOC_SYSTEM_BUFF_DESCRIBE_MIKO_ULT2,MP回復速度が爆発的に上昇します。
LOC_SYSTEM_BUFF_DESCRIBE_MIKO_ULT3,全ての行動速度が1.5倍速になります。
LOC_SYSTEM_BUFF_DESCRIBE_MIKO_HALO,敵の回避を下げ透明を見破りますが、自身の隠密と回避も低下します。
LOC_SYSTEM_BUFF_DESCRIBE_MIKO_PUNISH,最大HPが半分になります。
LOC_SYSTEM_BUFF_DESCRIBE_JOON1,消耗品を使うと必ず2～3個ずつ消費します。
LOC_SYSTEM_BUFF_DESCRIBE_JOON2,消耗品を使うと必ず2～3個ずつ消費します。憑依が解けるとパワーが3.00に下がります。
LOC_SYSTEM_BUFF_DESCRIBE_SION1,拾っていない消耗品はすぐに消え、捨てた消耗品も必ず消滅します。
LOC_SYSTEM_BUFF_DESCRIBE_SION2,拾っていない消耗品はすぐに消え、捨てた消耗品も必ず消滅します。パワーペナルティを受けません。
LOC_SYSTEM_BUFF_DESCRIBE_DROWNING,水に落ちました！
LOC_SYSTEM_BUFF_DESCRIBE_CTELE_INTERUPT,この場所では制御された瞬間移動ができません。制御瞬間移動はランダムに変わります。
LOC_SYSTEM_BUFF_DESCRIBE_STAT_PANALTY,ステータスが0になったペナルティで、すべての行動ディレイが2倍になります。
LOC_SYSTEM_BUFF_DESCRIBE_STAT_EXHAUTED,疲労中はいくつかの行動ができません。
LOC_SYSTEM_BUFF_DESCRIBE_STAT_SUPER_GRAZE,回避可能なすべての攻撃を100％回避します。
LOC_SYSTEM_BUFF_DESCRIBE_STAT_TRANS_PANALTY,時空魔法の成功率が大幅に低下します。
LOC_SYSTEM_BUFF_DESCRIBE_STAT_SPELLCARD,あなたはスペルカードを使用中です。
LOC_SYSTEM_BUFF_DESCRIBE_STAT_AUTMMN_INVISIBLE,あなたは信じられないほど隠密です。
LOC_SYSTEM_BUFF_DESCRIBE_STAT_KANAKO_WIND,すべての近接・遠距離攻撃が範囲攻撃になります。
LOC_SYSTEM_BUFF_DESCRIBE_STAT_KNIFECOLLECT,あなたが放った弾幕アイテムは投げた直後にインベントリへ戻ります。
LOC_SYSTEM_BUFF_DESCRIBE_STAT_POISON,継続的に毒ダメージを受けています。
LOC_SYSTEM_BUFF_DESCRIBE_STAT_DRUNKEN,酔っ払っています。まっすぐ歩けず、魔法成功率がやや下がります。
LOC_SYSTEM_BUFF_DESCRIBE_STAT_LUNATIC,複雑な行動はできませんが、近接攻撃力が大きく上昇します。
